Familiarity Values from the MRC Psycholinguistic Database
Letters,Familiarity,Words
6,556,SAFETY
6,556,SAFETY
4,388,SAGA
8,172,SAGACITY
4,424,SAGE
4,424,SAGE
4,600,SAID
4,600,SAID
4,600,SAID
4,600,SAID
4,504,SAIL
4,504,SAIL
5,463,SAINT
5,463,SAINT
5,463,SAINT
5,554,SALAD
6,527,SALARY
6,527,SALARY
4,555,SALE
4,555,SALE
5,89,SALEP
5,86,SALOL
6,381,SALOON
4,612,SALT
4,612,SALT
4,612,SALT
9,210,SALTPETRE
5,509,SALTY
10,331,SALUTATION
6,479,SALUTE
6,479,SALUTE
9,396,SALVATION
5,329,SALVE
5,329,SALVE
4,569,SAME
4,569,SAME
4,569,SAME
7,397,SAMPLER
8,338,SANCTITY
9,449,SANCTUARY
4,519,SAND
4,519,SAND
6,494,SANDAL
6,494,SANDAL
5,528,SANDY
5,528,SANDY
4,508,SANE
10,298,SANITARIUM
10,354,SANITATION
3,377,SAP
3,377,SAP
8,380,SAPPHIRE
8,380,SAPPHIRE
9,516,SARCASTIC
7,446,SARDINE
7,446,SARDINE
4,385,SASH
4,385,SASH
7,364,SATCHEL
5,470,SATIN
5,470,SATIN
5,470,SATIN
6,477,SATIRE
12,544,SATISFACTION
5,522,SAUCE
5,522,SAUCE
6,533,SAUCER
10,426,SAUERKRAUT
6,448,SAVAGE
6,448,SAVAGE
6,448,SAVAGE
6,157,SAVANT
4,559,SAVE
4,559,SAVE
4,559,SAVE
4,559,SAVE
6,406,SAVORY
3,552,SAW
3,552,SAW
9,453,SAXOPHONE
4,524,SCAB
4,524,SCAB
5,523,SCALE
5,523,SCALE
4,529,SCAR
4,529,SCAR
6,508,SCARCE
6,508,SCARCE
5,523,SCARE
5,523,SCARE
9,389,SCARECROW
7,428,SCARLET
7,428,SCARLET
7,428,SCARLET
9,474,SCAVENGER
9,474,SCAVENGER
5,526,SCENE
5,501,SCENT
5,501,SCENT
6,492,SCHEME
6,492,SCHEME
6,492,SCHEME
6,231,SCHISM
7,489,SCHOLAR
6,582,SCHOOL
6,582,SCHOOL
11,388,SCHOOLHOUSE
7,577,SCIENCE
8,559,SCISSORS
8,559,SCISSORS
7,468,SCOOTER
5,417,SCORN
5,417,SCORN
8,458,SCORNFUL
8,342,SCORPION
6,518,SCOTCH
6,518,SCOTCH
6,518,SCOTCH
5,452,SCOUT
5,452,SCOUT
5,464,SCOWL
5,464,SCOWL
7,553,SCRATCH
7,553,SCRATCH
7,553,SCRATCH
6,522,SCREAM
6,522,SCREAM
9,519,SCREAMING
9,519,SCREAMING
11,544,SCREWDRIVER
6,350,SCROLL
6,350,SCROLL
5,344,SCULL
5,344,SCULL
3,537,SEA
4,482,SEAL
4,482,SEAL
4,547,SEAM
4,547,SEAM
6,449,SEAMAN
4,316,SEAR
4,316,SEAR
4,316,SEAR
6,537,SEARCH
6,537,SEARCH
7,393,SEASICK
6,565,SEASON
6,565,SEASON
4,597,SEAT
4,597,SEAT
7,478,SEAWEED
7,478,SEAWEED
6,598,SECOND
6,598,SECOND
6,598,SECOND
6,598,SECOND
6,598,SECOND
9,528,SECRETARY
9,528,SECRETARY
6,507,SECURE
6,507,SECURE
6,507,SECURE
8,513,SECURITY
8,423,SEDATIVE
8,423,SEDATIVE
9,423,SEDUCTION
3,625,SEE
3,625,SEE
4,514,SEED
4,514,SEED
4,514,SEED
8,323,SEEDLING
8,323,SEEDLING
5,354,SEEDY
4,506,SEEK
4,506,SEEK
4,301,SEEL
4,549,SEEM
4,576,SEEN
4,576,SEEN
4,576,SEEN
4,253,SEER
4,253,SEER
7,451,SEGMENT
7,451,SEGMENT
5,246,SEINE
5,246,SEINE
6,478,SELDOM
6,478,SELDOM
6,543,SELECT
6,543,SELECT
6,543,SELECT
9,523,SELECTION
4,604,SELF
4,604,SELF
4,604,SELF
4,604,SELF
7,483,SELFISH
4,585,SELL
4,585,SELL
6,459,SELLER
7,514,SELLING
7,514,SELLING
7,514,SELLING
5,429,SEMEN
8,504,SEMESTER
10,427,SEMICIRCLE
4,529,SEND
4,529,SEND
6,464,SENDER
9,503,SENSATION
5,583,SENSE
5,583,SENSE
5,583,SENSE
8,507,SENSIBLE
8,507,SENSIBLE
9,550,SENSITIVE
9,550,SENSITIVE
4,523,SENT
4,523,SENT
9,471,SENTIMENT
10,504,SEPARATION
6,338,SEQUEL
4,364,SERF
8,480,SERGEANT
6,440,SERIAL
6,440,SERIAL
6,525,SERIES
6,525,SERIES
6,525,SERIES
7,593,SERIOUS
7,437,SERVANT
7,437,SERVANT
7,560,SERVICE
7,560,SERVICE
7,505,SESSION
7,499,SETTLED
7,499,SETTLED
7,499,SETTLED
7,499,SETTLED
10,482,SETTLEMENT
7,384,SETTLER
5,429,SEVER
9,354,SEVERANCE
6,526,SEVERE
3,517,SEW
5,489,SEWER
5,489,SEWER
3,617,SEX
3,617,SEX
6,576,SEXUAL
6,536,SHADOW
6,536,SHADOW
7,462,SHADOWY
5,533,SHADY
6,370,SHAKER
5,359,SHALE
5,359,SHALE
5,558,SHALL
5,558,SHALL
5,558,SHALL
7,540,SHALLOW
7,540,SHALLOW
7,540,SHALLOW
7,540,SHALLOW
5,534,SHAME
5,534,SHAME
5,575,SHAPE
5,575,SHAPE
5,516,SHARK
5,516,SHARK
5,572,SHARP
5,572,SHARP
5,572,SHARP
5,572,SHARP
5,455,SHAWL
5,455,SHAWL
3,599,SHE
3,599,SHE
3,599,SHE
5,428,SHEAR
5,428,SHEAR
4,524,SHED
4,524,SHED
4,524,SHED
5,507,SHEEP
5,507,SHEEP
9,428,SHEEPSKIN
9,428,SHEEPSKIN
5,468,SHEER
5,468,SHEER
5,468,SHEER
5,468,SHEER
5,616,SHEET
5,616,SHEET
5,524,SHELL
5,524,SHELL
5,524,SHELL
7,509,SHELTER
7,509,SHELTER
8,435,SHEPHERD
8,435,SHEPHERD
6,464,SHIELD
6,464,SHIELD
8,337,SHILLING
7,558,SHINING
7,558,SHINING
5,541,SHINY
5,541,SHINY
4,553,SHIP
4,553,SHIP
5,612,SHIRT
5,612,SHIRT
6,517,SHIVER
6,517,SHIVER
5,560,SHOCK
5,560,SHOCK
5,560,SHOCK
5,560,SHOCK
4,569,SHOE
4,569,SHOE
5,482,SHONE
5,482,SHONE
5,482,SHONE
5,536,SHOOT
5,536,SHOOT
4,615,SHOP
4,615,SHOP
7,528,SHOPPER
5,531,SHORE
5,531,SHORE
5,531,SHORE
5,586,SHORT
5,586,SHORT
5,586,SHORT
5,586,SHORT
8,554,SHORTAGE
4,531,SHOT
4,531,SHOT
4,531,SHOT
4,531,SHOT
6,565,SHOULD
6,565,SHOULD
8,553,SHOULDER
8,553,SHOULDER
5,557,SHOUT
5,557,SHOUT
6,528,SHOVEL
6,528,SHOVEL
4,559,SHOW
4,559,SHOW
6,593,SHOWER
6,593,SHOWER
6,593,SHOWER
5,519,SHOWN
5,519,SHOWN
6,458,SHRIEK
6,458,SHRIEK
6,546,SHRIMP
6,546,SHRIMP
5,446,SHRUB
5,481,SHRUG
5,481,SHRUG
7,398,SHUTTER
7,398,SHUTTER
4,571,SICK
4,571,SICK
4,571,SICK
8,524,SICKNESS
4,566,SIDE
4,566,SIDE
4,566,SIDE
4,566,SIDE
5,345,SIEGE
5,345,SIEGE
4,518,SIGH
4,518,SIGH
5,559,SIGHT
5,559,SIGHT
5,93,SIGIL
4,543,SIGN
4,543,SIGN
6,507,SIGNAL
6,507,SIGNAL
6,507,SIGNAL
11,525,SIGNIFICANT
11,525,SIGNIFICANT
7,473,SIGNIFY
7,570,SILENCE
7,570,SILENCE
4,482,SILK
4,482,SILK
4,482,SILK
6,528,SILVER
6,528,SILVER
6,528,SILVER
7,554,SIMILAR
7,554,SIMILAR
6,439,SIMILE
6,275,SIMPER
6,275,SIMPER
6,604,SIMPLE
6,604,SIMPLE
6,604,SIMPLE
3,501,SIN
3,501,SIN
3,501,SIN
3,501,SIN
3,501,SIN
3,501,SIN
5,541,SINCE
5,541,SINCE
5,541,SINCE
5,541,SINCE
7,529,SINCERE
4,353,SINE
6,452,SINFUL
6,452,SINFUL
4,576,SING
4,576,SING
6,548,SINGER
7,507,SINGING
7,507,SINGING
7,507,SINGING
6,556,SINGLE
6,556,SINGLE
6,556,SINGLE
4,586,SINK
4,586,SINK
5,431,SIREN
6,588,SISTER
6,588,SISTER
3,581,SIT
3,581,SIT
4,507,SITE
4,507,SITE
9,573,SITUATION
8,396,SIXPENCE
4,566,SIZE
4,566,SIZE
5,534,SKATE
5,534,SKATE
6,452,SKETCH
6,452,SKETCH
3,551,SKI
3,551,SKI
3,551,SKI
5,549,SKILL
5,549,SKILL
7,432,SKILLET
4,591,SKIN
4,591,SKIN
5,551,SKIRT
5,551,SKIRT
5,503,SKULL
5,503,SKULL
5,519,SKUNK
5,519,SKUNK
3,607,SKY
3,607,SKY
7,350,SKYLARK
7,350,SKYLARK
10,489,SKYSCRAPER
4,310,SLAG
5,512,SLANG
5,512,SLANG
5,512,SLANG
5,512,SLANG
4,521,SLAP
4,521,SLAP
4,521,SLAP
5,418,SLAVE
5,418,SLAVE
7,512,SLAVERY
7,512,SLAVERY
4,481,SLAY
4,481,SLAY
6,308,SLEAVE
6,308,SLEAVE
4,477,SLED
4,477,SLED
5,610,SLEEP
5,610,SLEEP
5,479,SLEET
5,479,SLEET
6,560,SLEEVE
6,560,SLEEVE
6,531,SLEIGH
6,531,SLEIGH
5,562,SLEPT
5,562,SLEPT
5,540,SLICE
5,540,SLICE
5,529,SLIDE
5,529,SLIDE
6,512,SLIGHT
6,512,SLIGHT
6,512,SLIGHT
6,512,SLIGHT
5,426,SLIME
5,426,SLIME
4,537,SLIP
4,537,SLIP
7,494,SLIPPER
7,494,SLIPPER
4,487,SLIT
4,487,SLIT
4,487,SLIT
4,487,SLIT
4,185,SLOE
5,563,SLOPE
5,563,SLOPE
5,563,SLOPE
5,563,SLOPE
6,542,SLOPPY
6,272,SLOUGH
6,272,SLOUGH
6,272,SLOUGH
8,297,SLOVENLY
8,297,SLOVENLY
4,602,SLOW
4,602,SLOW
4,602,SLOW
4,602,SLOW
8,481,SLUGGISH
7,367,SLUMBER
7,367,SLUMBER
5,489,SLUSH
5,489,SLUSH
5,511,SMACK
5,511,SMACK
5,511,SMACK
5,616,SMALL
5,616,SMALL
5,616,SMALL
5,616,SMALL
5,602,SMART
5,602,SMART
5,602,SMART
5,536,SMASH
5,536,SMASH
5,536,SMASH
5,480,SMEAR
5,480,SMEAR
5,582,SMELL
5,582,SMELL
5,444,SMELT
5,444,SMELT
5,444,SMELT
5,594,SMILE
5,594,SMILE
5,596,SMOKE
5,596,SMOKE
6,570,SMOOTH
6,570,SMOOTH
6,570,SMOOTH
7,477,SMOTHER
7,477,SMOTHER
4,375,SMUG
4,375,SMUG
4,375,SMUG
4,330,SMUT
4,330,SMUT
5,489,SNAIL
5,489,SNAIL
5,501,SNAKE
5,501,SNAKE
4,526,SNAP
4,526,SNAP
5,398,SNEER
5,398,SNEER
6,544,SNEEZE
6,544,SNEEZE
5,401,SNORT
5,401,SNORT
4,615,SNOW
4,615,SNOW
4,386,SNUB
4,386,SNUB
4,386,SNUB
2,597,SO
2,597,SO
2,597,SO
4,594,SOAP
4,594,SOAP
4,496,SOAR
4,496,SOAR
3,516,SOB
3,516,SOB
8,293,SOBRIETY
6,521,SOCCER
6,497,SOCIAL
6,497,SOCIAL
9,480,SOCIALIST
9,480,SOCIALIST
7,601,SOCIETY
4,578,SOCK
4,578,SOCK
4,578,SOCK
3,433,SOD
3,433,SOD
3,433,SOD
3,433,SOD
4,536,SODA
6,403,SODIUM
4,564,SOFA
4,590,SOFT
4,590,SOFT
4,590,SOFT
4,590,SOFT
6,524,SOFTLY
4,516,SOIL
4,516,SOIL
4,544,SOLD
4,544,SOLD
4,544,SOLD
4,544,SOLD
7,517,SOLDIER
7,517,SOLDIER
4,473,SOLE
4,473,SOLE
4,473,SOLE
6,453,SOLEMN
9,361,SOLEMNITY
8,474,SOLIDIFY
8,548,SOLUTION
8,548,SOLUTION
4,578,SOME
4,578,SOME
4,578,SOME
4,578,SOME
4,578,SOME
10,402,SOMERSAULT
10,402,SOMERSAULT
9,593,SOMETIMES
3,607,SON
6,313,SONATA
4,603,SONG
4,547,SOON
4,547,SOON
4,390,SOOT
4,390,SOOT
4,390,SOOT
4,390,SOOT
3,259,SOP
3,259,SOP
13,446,SOPHISTICATED
13,446,SOPHISTICATED
7,373,SOPRANO
7,373,SOPRANO
4,544,SORE
4,544,SORE
4,544,SORE
4,544,SORE
6,486,SORROW
6,486,SORROW
4,544,SOUL
4,544,SOUL
5,597,SOUND
5,597,SOUND
5,597,SOUND
5,597,SOUND
4,576,SOUP
4,576,SOUP
4,533,SOUR
4,533,SOUR
4,533,SOUR
4,533,SOUR
5,540,SOUTH
5,540,SOUTH
5,540,SOUTH
5,540,SOUTH
5,540,SOUTH
9,230,SOUTHLAND
9,230,SOUTHLAND
3,428,SOW
3,428,SOW
5,576,SPACE
5,576,SPACE
5,513,SPADE
5,513,SPADE
4,449,SPAN
4,449,SPAN
4,449,SPAN
7,344,SPANGLE
7,344,SPANGLE
5,536,SPANK
5,536,SPANK
5,552,SPARE
5,552,SPARE
5,552,SPARE
5,552,SPARE
5,505,SPARK
5,505,SPARK
7,523,SPARROW
5,422,SPASM
7,407,SPATULA
5,600,SPEAK
7,554,SPEAKER
5,513,SPEAR
5,513,SPEAR
5,513,SPEAR
7,607,SPECIAL
7,607,SPECIAL
7,607,SPECIAL
10,495,SPECIALIST
8,512,SPECIMEN
5,477,SPECK
5,477,SPECK
5,477,SPECK
6,549,SPEECH
6,549,SPEECH
5,525,SPELL
5,525,SPELL
5,395,SPERM
5,395,SPERM
5,395,SPERM
6,457,SPHERE
6,457,SPHERE
5,518,SPICE
5,518,SPICE
5,509,SPICY
6,526,SPIDER
5,471,SPIKE
5,471,SPIKE
7,452,SPINACH
5,309,SPIRE
5,309,SPIRE
6,518,SPIRIT
6,518,SPIRIT
8,425,SPIRITED
8,425,SPIRITED
8,425,SPIRITED
5,459,SPITE
5,459,SPITE
8,419,SPITEFUL
8,510,SPLENDID
5,514,SPLIT
5,514,SPLIT
5,514,SPLIT
5,514,SPLIT
5,532,SPOKE
5,532,SPOKE
6,538,SPONGE
6,538,SPONGE
5,475,SPOOK
5,499,SPOOL
5,499,SPOOL
5,612,SPOON
5,612,SPOON
4,560,SPOT
4,560,SPOT
4,560,SPOT
4,560,SPOT
5,433,SPOUT
5,433,SPOUT
5,521,SPRAY
5,521,SPRAY
5,410,SPREE
6,588,SPRING
6,588,SPRING
6,588,SPRING
6,461,SPRINT
6,461,SPRINT
6,499,SPRUCE
6,499,SPRUCE
6,499,SPRUCE
6,499,SPRUCE
5,417,SPURT
5,417,SPURT
6,576,SQUARE
6,576,SQUARE
6,576,SQUARE
6,576,SQUARE
6,506,SQUEAK
6,506,SQUEAK
5,283,SQUIB
5,283,SQUIB
6,528,SQUINT
6,528,SQUINT
6,528,SQUINT
6,323,SQUIRE
6,323,SQUIRE
8,511,SQUIRREL
6,492,SQUIRT
6,492,SQUIRT
6,519,STABLE
6,519,STABLE
6,519,STABLE
7,526,STADIUM
5,577,STAFF
5,577,STAFF
5,534,STAIN
5,534,STAIN
5,560,STAIR
5,460,STAKE
5,460,STAKE
5,460,STAKE
5,509,STALE
5,509,STALE
5,509,STALE
5,413,STALK
5,413,STALK
5,564,STAND
5,564,STAND
8,556,STANDARD
8,556,STANDARD
6,385,STANZA
4,574,STAR
4,574,STAR
6,459,STARCH
6,459,STARCH
6,459,STARCH
5,508,STARE
5,508,STARE
7,450,STARTLE
7,450,STARTLE
5,560,STATE
5,560,STATE
5,560,STATE
9,505,STATEMENT
7,548,STATION
7,548,STATION
6,444,STATUE
6,444,STATUE
4,573,STAY
4,573,STAY
9,368,STEADFAST
9,368,STEADFAST
6,606,STEADY
6,606,STEADY
6,606,STEADY
6,606,STEADY
5,558,STEAK
5,562,STEAL
5,562,STEAL
5,545,STEAM
5,545,STEAM
7,458,STEAMER
7,458,STEAMER
5,553,STEEL
5,553,STEEL
7,405,STEEPLE
8,193,STEERAGE
8,193,STEERAGE
4,513,STEM
4,513,STEM
4,578,STEP
4,578,STEP
6,324,STEPPE
5,481,STERN
5,481,STERN
5,481,STERN
5,481,STERN
11,333,STETHOSCOPE
11,333,STETHOSCOPE
4,522,STEW
4,522,STEW
4,522,STEW
5,528,STICK
5,528,STICK
6,453,STIFLE
6,453,STIFLE
5,318,STILE
5,557,STILL
5,557,STILL
5,557,STILL
5,557,STILL
5,557,STILL
5,557,STILL
5,480,STING
5,480,STING
6,452,STINGY
7,246,STIPEND
7,246,STIPEND
5,352,STOAT
8,516,STOCKING
8,516,STOCKING
5,302,STOIC
5,302,STOIC
5,549,STOLE
5,549,STOLE
5,549,STOLE
5,549,STOLE
7,547,STOMACH
7,547,STOMACH
5,564,STONE
5,564,STONE
5,564,STONE
5,531,STOOL
5,531,STOOL
4,563,STOP
4,563,STOP
7,607,STOPPED
7,607,STOPPED
7,607,STOPPED
5,562,STORE
5,562,STORE
5,393,STORK
5,555,STORM
5,555,STORM
5,578,STORY
5,578,STORY
5,511,STOUT
5,511,STOUT
5,511,STOUT
5,511,STOUT
5,525,STOVE
5,525,STOVE
5,525,STOVE
8,582,STRAIGHT
8,582,STRAIGHT
8,582,STRAIGHT
8,582,STRAIGHT
6,533,STRAIN
6,533,STRAIN
6,500,STRAND
6,500,STRAND
7,606,STRANGE
7,606,STRANGE
7,606,STRANGE
8,522,STRANGER
8,522,STRANGER
8,522,STRANGER
5,508,STRAW
5,508,STRAW
10,539,STRAWBERRY
8,475,STREAMER
8,475,STREAMER
6,602,STREET
6,602,STREET
8,573,STRENGTH
8,573,STRENGTH
10,537,STRENGTHEN
6,551,STRICT
6,438,STRIDE
6,438,STRIDE
6,566,STRING
6,566,STRING
6,457,STRIPE
6,457,STRIPE
6,511,STROKE
6,511,STROKE
6,603,STRONG
6,603,STRONG
5,236,STROP
5,236,STROP
5,368,STRUT
5,368,STRUT
4,387,STUB
4,387,STUB
8,543,STUBBORN
8,543,STUBBORN
7,632,STUDENT
8,478,STUDIOUS
7,536,STUMBLE
7,536,STUMBLE
5,447,STUMP
5,447,STUMP
5,447,STUMP
5,447,STUMP
5,490,STUNT
5,490,STUNT
5,490,STUNT
6,550,STUPID
6,550,STUPID
5,555,STYLE
5,555,STYLE
7,486,STYLISH
9,224,SUBALTERN
9,224,SUBALTERN
7,590,SUBJECT
7,590,SUBJECT
7,590,SUBJECT
7,590,SUBJECT
7,590,SUBJECT
9,450,SUBMARINE
9,450,SUBMARINE
9,450,SUBMARINE
10,330,SUBSECTION
9,506,SUBSTANCE
10,505,SUBSTITUTE
10,505,SUBSTITUTE
10,233,SUBSTRATUM
6,487,SUBTLE
11,515,SUBTRACTION
7,591,SUCCEED
7,568,SUCCESS
7,282,SUCCOUR
7,282,SUCCOUR
4,521,SUCH
4,521,SUCH
6,492,SUCKER
6,492,SUCKER
6,575,SUDDEN
6,575,SUDDEN
6,575,SUDDEN
4,436,SUDS
4,436,SUDS
3,528,SUE
3,528,SUE
5,531,SUEDE
10,369,SUFFERANCE
6,444,SUFFIX
6,444,SUFFIX
6,444,SUFFIX
9,474,SUFFOCATE
9,474,SUFFOCATE
9,474,SUFFOCATE
8,371,SUFFRAGE
8,371,SUFFRAGE
8,371,SUFFRAGE
5,608,SUGAR
5,608,SUGAR
10,567,SUGGESTION
4,543,SUIT
4,543,SUIT
5,453,SUITE
6,374,SULLEN
6,374,SULLEN
6,374,SULLEN
6,374,SULLEN
7,445,SULPHUR
7,445,SULPHUR
7,445,SULPHUR
6,256,SULTAN
6,256,SULTAN
3,537,SUM
3,537,SUM
6,612,SUMMER
6,612,SUMMER
6,612,SUMMER
6,400,SUMMIT
3,635,SUN
3,635,SUN
7,501,SUNBURN
7,501,SUNBURN
8,523,SUNLIGHT
6,539,SUNSET
8,627,SUNSHINE
8,627,SUNSHINE
11,249,SUPERFLUITY
8,534,SUPERIOR
8,534,SUPERIOR
8,534,SUPERIOR
6,593,SUPPER
6,593,SUPPER
12,236,SUPPLICATION
6,534,SUPPLY
6,534,SUPPLY
6,534,SUPPLY
7,556,SUPPORT
7,556,SUPPORT
11,396,SUPPOSITION
11,445,SUPPRESSION
5,144,SURAL
4,552,SURE
4,552,SURE
4,526,SURF
4,526,SURF
7,573,SURFACE
7,573,SURFACE
7,450,SURPLUS
7,450,SURPLUS
8,583,SURPRISE
8,583,SURPRISE
9,488,SURRENDER
9,488,SURRENDER
6,304,SURTAX
6,304,SURTAX
7,488,SUSPECT
7,488,SUSPECT
7,488,SUSPECT
9,470,SUSPICION
10,523,SUSPICIOUS
5,149,SWAGE
5,149,SWAGE
5,149,SWAGE
7,531,SWALLOW
7,531,SWALLOW
5,438,SWAMP
5,438,SWAMP
5,155,SWARD
5,155,SWARD
5,463,SWARM
5,463,SWARM
6,493,SWAYED
6,493,SWAYED
6,493,SWAYED
5,545,SWEAT
5,545,SWEAT
5,495,SWEEP
5,495,SWEEP
5,495,SWEEP
5,570,SWEET
5,570,SWEET
5,570,SWEET
5,570,SWEET
5,443,SWELL
5,443,SWELL
5,443,SWELL
5,507,SWIFT
5,507,SWIFT
5,507,SWIFT
5,507,SWIFT
4,550,SWIM
4,550,SWIM
8,560,SWIMMING
8,560,SWIMMING
8,560,SWIMMING
5,444,SWORD
5,444,SWORD
5,477,SWORE
5,477,SWORE
5,477,SWORE
8,369,SYCAMORE
8,473,SYLLABLE
8,473,SYLLABLE
6,536,SYMBOL
6,536,SYMBOL
9,529,SYMBOLISM
11,440,SYMMETRICAL
11,508,SYMPATHETIC
11,508,SYMPATHETIC
8,501,SYMPATHY
9,431,SYNAGOGUE
5,215,SYNOD
6,588,SYSTEM
5,599,TABLE
5,599,TABLE
10,567,TABLESPOON
5,151,TACET
5,151,TACET
4,463,TACK
4,463,TACK
4,533,TAIL
4,533,TAIL
4,533,TAIL
6,417,TAILOR
6,417,TAILOR
4,555,TAKE
4,555,TAKE
4,555,TAKE
4,499,TALE
4,499,TALE
6,523,TALENT
6,523,TALENT
6,523,TALENT
8,533,TALENTED
5,529,TALES
4,613,TALK
4,613,TALK
9,507,TALKATIVE
4,585,TALL
5,374,TALLY
5,374,TALLY
5,374,TALLY
5,85,TALUK
4,501,TAME
4,501,TAME
4,436,TANG
4,436,TANG
9,495,TANGERINE
9,495,TANGERINE
4,511,TANK
4,511,TANK
3,567,TAP
3,567,TAP
4,567,TAPE
4,567,TAPE
5,384,TAPER
5,384,TAPER
5,384,TAPER
5,118,TAPIS
5,118,TAPIS
3,491,TAR
3,491,TAR
6,395,TARIFF
6,395,TARIFF
4,251,TARN
7,455,TARNISH
7,455,TARNISH
4,514,TASK
4,514,TASK
5,580,TASTE
5,580,TASTE
3,523,TAX
3,523,TAX
3,572,TEA
3,572,TEA
5,552,TEACH
7,599,TEACHER
4,538,TEAM
4,538,TEAM
4,555,TEAR
4,555,TEAR
4,555,TEAR
12,390,TECHNICALITY
4,323,TEEM
5,593,TEETH
5,593,TEETH
9,460,TELEGRAPH
9,460,TELEGRAPH
9,605,TELEPHONE
9,605,TELEPHONE
9,461,TELESCOPE
9,461,TELESCOPE
4,596,TELL
4,596,TELL
8,185,TEMERITY
6,575,TEMPER
6,575,TEMPER
13,414,TEMPERAMENTAL
11,547,TEMPERATURE
7,375,TEMPEST
7,375,TEMPEST
6,450,TEMPLE
6,450,TEMPLE
5,495,TEMPT
10,494,TEMPTATION
8,507,TENDENCY
6,510,TENDER
6,510,TENDER
6,510,TENDER
6,528,TENNIS
5,531,TENSE
5,531,TENSE
5,531,TENSE
4,521,TENT
4,521,TENT
9,442,TENTATIVE
9,442,TENTATIVE
6,304,TENURE
4,575,TERM
4,575,TERM
8,605,TERRIBLE
8,605,TERRIBLE
9,465,TERRITORY
6,495,TERROR
4,566,TEST
4,566,TEST
9,508,TESTIMONY
9,508,TESTIMONY
4,511,TEXT
4,511,TEXT
4,545,THAN
4,545,THAN
5,231,THANE
4,611,THAT
4,611,THAT
4,611,THAT
4,611,THAT
4,611,THAT
4,492,THAW
4,492,THAW
3,625,THE
3,625,THE
3,625,THE
5,499,THEFT
5,607,THEIR
5,607,THEIR
4,542,THEM
4,542,THEM
5,524,THEME
5,524,THEME
4,610,THEN
4,610,THEN
4,610,THEN
4,610,THEN
10,357,THEOLOGIAN
11,487,THEORETICAL
6,534,THEORY
5,603,THERE
5,603,THERE
5,603,THERE
9,556,THEREFORE
9,556,THEREFORE
11,481,THERMOMETER
5,547,THESE
5,547,THESE
5,547,THESE
4,607,THEY
5,573,THICK
5,573,THICK
5,573,THICK
5,573,THICK
7,361,THICKET
5,529,THIEF
7,397,THIMBLE
7,397,THIMBLE
4,570,THIN
4,570,THIN
4,570,THIN
4,570,THIN
5,587,THING
5,612,THINK
5,612,THINK
7,474,THINKER
7,602,THIRSTY
4,601,THIS
4,601,THIS
4,601,THIS
7,463,THISTLE
7,463,THISTLE
5,335,THONG
5,335,THONG
5,454,THORN
5,454,THORN
5,570,THOSE
5,570,THOSE
5,570,THOSE
7,603,THOUGHT
7,603,THOUGHT
7,603,THOUGHT
7,603,THOUGHT
10,553,THOUGHTFUL
6,522,THREAD
6,522,THREAD
6,524,THREAT
6,524,THREAT
5,581,THREE
5,581,THREE
5,557,THREW
5,557,THREW
7,461,THRIFTY
6,504,THRILL
6,504,THRILL
6,548,THROAT
6,548,THROAT
5,205,THROE
5,205,THROE
6,377,THRONG
6,377,THRONG
6,377,THRONG
6,377,THRONG
7,587,THROUGH
7,587,THROUGH
7,587,THROUGH
5,548,THROW
5,548,THROW
4,456,THUD
4,456,THUD
4,456,THUD
4,456,THUD
5,601,THUMB
5,601,THUMB
7,547,THUNDER
7,547,THUNDER
4,507,THUS
4,507,THUS
6,361,THWART
6,361,THWART
6,361,THWART
6,361,THWART
6,361,THWART
5,336,THYME
6,329,TICKER
6,586,TICKET
6,586,TICKET
6,524,TICKLE
6,524,TICKLE
6,524,TICKLE
6,524,TICKLE
6,388,TIDBIT
4,504,TIDE
4,504,TIDE
4,490,TIDY
4,490,TIDY
4,490,TIDY
4,490,TIDY
3,559,TIE
3,559,TIE
5,513,TIGER
5,555,TIGHT
5,555,TIGHT
4,442,TILL
4,442,TILL
4,442,TILL
4,442,TILL
6,440,TIMBER
6,440,TIMBER
6,440,TIMBER
4,604,TIME
4,604,TIME
9,421,TIMEPIECE
5,473,TIMID
3,575,TIN
3,575,TIN
4,190,TING
4,190,TING
3,493,TIP
3,493,TIP
4,546,TIRE
4,546,TIRE
5,630,TIRED
5,630,TIRED
5,630,TIRED
5,630,TIRED
8,464,TIRESOME
5,523,TITLE
5,523,TITLE
2,613,TO
2,613,TO
2,613,TO
2,613,TO
4,516,TOAD
4,516,TOAD
5,571,TOAST
5,571,TOAST
7,520,TOASTER
7,558,TOBACCO
3,578,TOE
3,578,TOE
4,291,TOGA
8,603,TOGETHER
8,603,TOGETHER
4,468,TOIL
4,468,TOIL
6,567,TOILET
5,473,TOKEN
5,473,TOKEN
4,531,TOLD
4,531,TOLD
4,531,TOLD
8,498,TOLERANT
8,498,TOLERANT
4,485,TOLL
4,485,TOLL
8,366,TOMAHAWK
8,366,TOMAHAWK
6,574,TOMATO
4,450,TOMB
4,450,TOMB
3,501,TON
3,501,TON
3,501,TON
6,531,TONGUE
6,531,TONGUE
3,595,TOO
3,595,TOO
4,532,TOOL
4,532,TOOL
5,578,TOOTH
5,578,TOOTH
3,571,TOP
3,571,TOP
3,571,TOP
5,539,TOPIC
5,539,TOPIC
6,473,TOPPED
6,473,TOPPED
6,473,TOPPED
7,398,TORMENT
7,398,TORMENT
